0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:01 +0200] "GET /db/manage/server/monitor/fetch/1340027998?_=1340028001565 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:03 +0200] "GET /db/manage/server/monitor/fetch/1340028001?_=1340028003564 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:05 +0200] "GET /db/manage/server/monitor/fetch/1340028001?_=1340028005567 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:07 +0200] "GET /db/manage/server/monitor/fetch/1340028004?_=1340028007568 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:09 +0200] "GET /db/manage/server/monitor/fetch/1340028007?_=1340028009568 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:11 +0200] "GET /db/manage/server/monitor/fetch/1340028007?_=1340028011570 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:13 +0200] "GET /db/manage/server/monitor/fetch/1340028010?_=1340028013571 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:15 +0200] "GET /db/manage/server/monitor/fetch/1340028013?_=1340028015576 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:17 +0200] "GET /db/manage/server/monitor/fetch/1340028013?_=1340028017572 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:19 +0200] "GET /db/manage/server/monitor/fetch/1340028016?_=1340028019574 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:21 +0200] "GET /db/manage/server/monitor/fetch/1340028019?_=1340028021575 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
0:0:0:0:0:0:0:1 - - [18/cze/2012:16:00:23 +0200] "GET /db/manage/server/monitor/fetch/1340028019?_=1340028023579 HTTP/1.1" 200 0 "http://localhost:7474/webadmin/" "Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/536.5 (KHTML, like Gecko) Chrome/19.0.1084.56 Safari/536.5"
